CUST ID;BALANCE;BALANCE FREQUENCY;PURCHASES;ONEOFF PURCHASES;INSTALLMENTS PURCHASES;CASH ADVANCE;PURCHASES FREQUENCY;ONEOFF PURCHASES FREQUENCY;PURCHASES INSTALLMENTS FREQUENCY;CASH ADVANCE FREQUENCY;CASH ADVANCE TRX;PURCHASES TRX;CREDIT LIMIT;PAYMENTS;MINIMUM PAYMENTS;PRC FULL PAYMENT;TENURE
C15560;1.038.573.059;1;1023.76;855.9;167.86;0;0.909091;0.272727;0.818182;0;0;18;1600;811.701.446;327.262.906;0;11
C15561;5.678.479.456;1;0;0;0;2.677.463.375;0;0;0;0.666667;35;0;9500;1.259.720.956;147.953.625;0;12
C15562;7.885.958;1;3858.06;3678.81;179.25;974.547.645;0.916667;0.833333;0.166667;0.333333;6;44;7050;8.123.060.053;3.915.696.493;0.444444;12
C15563;2.933.387.442;0.727273;0;0;0;3.317.250.842;0;0;0;0.25;5;0;6500;9.317.533.927;929.334.025;0.125;12
C15564;1.322.005.771;1;0;0;0;159.292.225;0;0;0;0.25;3;0;1500;404.269.442;424.156.288;0;12
C15565;286.686.616;0.090909;0;0;0;3.742.712.482;0;0;0;0.083333;2;0;4000;0;;0;12
C15566;485.507.827;0.875;0;0;0;455.227.731;0;0;0;0.125;1;0;2000;794.426.157;116.202.264;0;8
C15567;216.716.507;1;0;0;0;810.792.285;0;0;0;0.25;3;0;1800;1.308.537.026;9.470.744;0.25;12
C15568;239.446.482;0.636364;0;0;0;698.096.182;0;0;0;0.25;8;0;2000;351.850.485;181.339.692;0.166667;12
C15569;91.861.479;1;939.51;0;939.51;0;0.916667;0;0.833333;0;0;11;3000;874.020.918;180.358.798;1;12
C15570;27.716.642;0.1;0;0;0;480.104.401;0;0;0;0.1;1;0;5000;0;;0;10
C15571;1.030.914.048;1;1083.44;1083.44;0;1.342.617.687;1;1;0;0.333333;5;48;1200;2.574.978.162;606.739.379;0.083333;12
C15572;391.755.763;1;575.72;400.72;175;0;0.833333;0.416667;0.5;0;0;13;10500;1.631.594.511;269.311.255;0.333333;12
C15573;126.279.615;1;1307.52;0;1307.52;0;1;0;1;0;0;39;6000;1.491.690.159;164.139.365;0.5;12
C15574;1.193.708.983;1;6643.71;4841.7;1802.01;0;1;0.916667;0.75;0;0;39;12500;6.446.627.837;6.340.898.794;0;12
C15575;6.958.239.974;1;0;0;0;3.482.699.506;0;0;0;0.166667;2;0;7500;3.688.217.452;1.752.657.115;0;12
C15576;5.965.535.557;1;0;0;0;419.177.619;0;0;0;0.583333;7;0;6000;1.495.067.426;2.221.880.048;0;12
C15577;1.039.256.129;1;618.75;0;618.75;0;0.916667;0;0.916667;0;0;11;1700;202.137.436;26.220.484;0;12
C15578;94.110.539;1;1090.19;0;1090.19;0;1;0;1;0;0;19;7000;1.174.739.824;176.285.795;0.916667;12
C15579;293.118.363;1;368.91;0;368.91;683.536.421;0.75;0;0.75;0.166667;3;18;1800;1.309.489.418;195.953.485;0.166667;12
C15580;2.206.463.745;1;1945.82;521.5;1424.32;19.473.579;1;0.083333;1;0.083333;1;56;9000;819.905.846;679.005.417;0;12
C15581;39.554.197;0.545455;353.9;0;353.9;0;0.5;0;0.5;0;0;6;2500;374.472.803;85.914.125;0.454545;12
C15582;237.435.762;0.909091;1270.32;1270.32;0;438.420.213;0.333333;0.333333;0;0.166667;2;6;1800;1.148.378.687;110.252.783;0;12
C15583;38.160.715;0.545455;340;0;340;0;0.5;0;0.416667;0;0;6;5000;888.221.177;146.348.596;1;12
C15584;28.593.511;0.909091;258.32;0;258.32;0;0.666667;0;0.583333;0;0;10;4000;307.750.161;161.030.353;0.166667;12
C15585;1.597.679.284;1;272.4;0;272.4;0;1;0;1;0;0;16;1550;587.710.246;1.090.811.625;0;12
C15586;114.091.813;1;0;0;0;1.531.176.754;0;0;0;0.333333;6;0;1800;1.336.452.403;374.452.534;0;12
C15587;1.458.775.165;1;0;0;0;1.759.295.218;0;0;0;0.333333;10;0;3500;856.740.386;379.255.051;0;12
C15588;2.307.336;0.142857;0;0;0;28.443.974;0;0;0;0.142857;1;0;3000;0;;0;7
C15589;1.173.112.709;1;823.05;573.05;250;1.000.869.648;0.5;0.25;0.416667;0.25;3;11;1500;2.049.345.099;26.690.291;0;12
C15590;287.817.221;1;360;360;0;0;0.083333;0.083333;0;0;0;1;3000;112.678.222;208.247.475;0;12
C15591;3.894.895;0.727273;182.49;0;182.49;0;0.916667;0;0.916667;0;0;11;1500;20.108.824;1.388.938;0;12
C15592;2.377.537.394;1;0;0;0;242.059.067;0;0;0;0.166667;3;0;5000;533.940.153;82.656.466;0;12
C15593;4.694.671.605;1;0;0;0;4.174.716.471;0;0;0;0.5;14;0;12000;8.919.228.234;1.075.889.659;0;12
C15594;30.072.702;0.454545;461.99;461.99;0;0;0.333333;0.333333;0;0;0;4;6000;945.998.757;104.810.436;0.666667;12
C15595;44.538.702;0.545455;916.67;0;916.67;0;0.416667;0;0.416667;0;0;5;1500;1.075.578.609;94.762.661;0.416667;12
C15596;28.349.518;0.454545;235;0;235;0;0.25;0;0.166667;0;0;4;6000;268.128.456;67.701.929;0.272727;12
C15597;557.277.303;1;3739.78;3436.23;303.55;0;0.833333;0.833333;0.25;0;0;28;1500;3.530.131.795;190.985.351;0.25;12
C15598;1.919.099.019;1;240.27;102.26;138.01;2.116.077.457;0.833333;0.083333;0.75;0.583333;17;11;3200;763.674.122;744.713.817;0;12
C15599;4.837.835.705;0.909091;1283.4;1140.9;142.5;6.312.335.558;0.818182;0.818182;0.090909;1;24;34;4500;5.190.696.125;682.544.203;0;11
C15600;22.634.624;1;2206.74;2206.74;0;0;1;1;0;0;0;24;10000;1.891.000.067;204.477.134;0.818182;12
C15601;2.269.073.907;1;284.9;284.9;0;490.612.381;0.166667;0.166667;0;0.333333;5;6;6000;55.924.901;786.402.078;0;12
C15602;588.618.641;1;0;0;0;36.769.821;0;0;0;0.166667;2;0;1200;138.688.202;232.802.183;0.083333;12
C15603;582.538.367;1;3426.12;2369.78;1056.34;570.064.013;1;0.666667;0.916667;0.166667;2;39;17000;2.925.020.526;1.463.588.692;0;12
C15604;2.267.664.008;1;0;0;0;76.590.404;0;0;0;0.083333;1;0;2500;597.046.672;673.465.761;0;12
C15605;2.514.170.127;0.818182;87.28;87.28;0;1.863.759.832;0.083333;0.083333;0;0.333333;6;2;5000;4.646.340.788;767.829.781;0;12
C15606;2.354.125.834;1;5351.58;3824.94;1526.64;156.148.653;1;0.333333;1;0.083333;1;21;10000;4.452.753.075;562.102.772;0;12
C15607;616.570.241;0.818182;5788.81;5788.81;0;0;0.5;0.5;0;0;0;13;7000;5.891.252.034;285.762.299;0.2;12
C15608;153.679.036;1;181.81;0;181.81;0;0.833333;0;0.833333;0;0;16;1500;454.857.585;183.013.235;0;12
C15609;417.898.933;0.9;1735.17;1116.67;618.5;649.936.157;0.9;0.3;0.8;0.1;2;20;2500;1.892.675.483;170.458.741;0.125;10
C15610;810.089.776;0.909091;1428.89;1428.89;0;0;0.181818;0.181818;0;0;0;11;2500;1.576.842.421;395.761.881;0;11
C15611;450.746.858;1;194.1;194.1;0;345.734.661;0.166667;0.166667;0;0.333333;6;4;600;635.073.163;389.795.498;0;12
C15612;21.441.736;0.636364;197.62;0;197.62;0;0.5;0;0.5;0;0;6;4000;398.382.513;153.645.248;1;12
C15613;8.978.156.324;1;482.88;325.52;157.36;7.244.379;0.75;0.5;0.75;0.083333;1;15;9500;2.112.619.409;5.817.079.142;0;12
C15614;1.669.992.809;1;91.84;91.84;0;1.680.871.074;0.166667;0.166667;0;0.583333;11;2;4400;34.840.535;413.727.143;0;12
C15615;957.010.021;1;604.8;0;604.8;901.754.709;1;0;0.916667;0.083333;3;12;1000;81.145.719;926.087.148;0;12
C15616;249.489.629;0.181818;0;0;0;3.689.517.625;0;0;0;0.166667;8;0;6000;0;;0;12
C15617;12.886.661;0.363636;1437.15;1399.8;37.35;0;0.333333;0.25;0.083333;0;0;4;2700;2.372.012.083;98.767.606;0.25;12
C15618;1.502.517.905;1;266.64;0;266.64;0;0.727273;0;0.636364;0;0;8;1500;31.873.308;79.201.288;0;11
C15619;2.287.486.277;1;0;0;0;2.705.094.894;0;0;0;0.166667;1;0;3000;341.751.466;327.277.488;0;6
C15620;184.890.347;0.454545;1686.86;1686.86;0;0;0.25;0.25;0;0;0;5;6000;3.873.506.886;127.016.328;0;12
C15621;2.122.821.694;1;255.34;199.34;56;1.331.769.584;0.333333;0.166667;0.333333;0.5;7;6;5000;1.016.843.526;561.912.557;0;12
C15622;109.728.593;1;0;0;0;37.643.261;0;0;0;0.166667;2;0;1200;236.375.748;25.921.298;0;12
C15623;114.523.682;1;83;83;0;6.922.803;0.166667;0.166667;0;0.166667;2;3;300;196.333.324;201.615.417;0.083333;12
C15624;298.779.514;0.909091;1205.85;310.97;894.88;0;0.666667;0.333333;0.416667;0;0;12;3000;378.768.909;130.651.802;0;12
C15625;2.306.698.723;0.727273;12784.51;11246.07;1538.44;191.652.876;0.666667;0.666667;0.333333;0.083333;1;68;6200;1.370.500.441;1.310.291.574;0;12
C15626;8.838.114;0.454545;1003.66;586.14;417.52;0;0.583333;0.333333;0.25;0;0;10;2500;1.140.257.668;31.497.924;0;12
C15627;1.710.971.649;1;2042.5;1000;1042.5;0;0.833333;0.083333;0.833333;0;0;12;9500;1.952.923.432;387.281.405;0;12
C15628;742.730.997;1;6236.64;4613.7;1622.94;0;1;1;1;0;0;49;3750;8.529.330.225;25.682.014;0.833333;12
C15629;1.625.118.547;1;2908.35;956.83;1951.52;1.029.560.342;0.916667;0.333333;0.75;0.166667;4;40;3500;763.750.978;1.125.042.573;0;12
C15630;358.915.537;0.727273;0;0;0;709.485.501;0;0;0;0.166667;5;0;6400;331.996.644;13.743.958;0;12
C15631;1.060.420.992;1;480.22;295.63;184.59;0;1;0.25;0.916667;0;0;17;4200;2.398.956.105;3.422.675;0;12
C15632;1.047.854.274;1;384;0;384;0;1;0;1;0;0;12;1000;53.036.208;1.127.724.623;0;12
C15633;842.600.625;0.909091;0;0;0;67.967.338;0;0;0;0.333333;7;0;1200;190.127.932;324.801.824;0.090909;12
C15634;234.419.277;1;0;0;0;1.517.268.703;0;0;0;0.333333;9;0;3000;681.433.652;592.032.785;0;12
C15636;352.736.999;1;1833.9;1833.9;0;0;0.416667;0.416667;0;0;0;6;2500;1.779.977.904;188.774.182;0.4;12
C15637;1.643.215.639;0.818182;0;0;0;2.493.498.137;0;0;0;0.363636;9;0;2500;414.951.308;7.164.306.187;0;11
C15638;163.842.534;1;0;0;0;37.921.481;0;0;0;0.083333;1;0;1800;459.151.425;335.813.771;0;12
C15639;855.571.897;0.666667;71.13;0;71.13;1.343.021.655;0.666667;0;0.555556;0.222222;5;6;1500;220.436.374;583.820.142;0;9
C15640;2.893.897.487;1;18;0;18;3.904.514.452;0.083333;0;0.083333;0.416667;23;1;6000;483.729.934;720.971.058;0;12
C15641;19.766.484;0.363636;197.48;0;197.48;0;0.333333;0;0.25;0;0;4;16000;409.933.465;164.248.292;0.5;12
C15642;1.630.488.925;1;1770.57;0;1770.57;7.424.094.447;0.5;0;0.416667;0.666667;13;9;19000;5.337.961.195;8.345.641.905;0;12
C15643;58.252.877;1;230;230;0;1.909.594.385;0.083333;0.083333;0;0.25;3;1;7000;1.537.817.125;1.442.075.559;0;12
C15644;753.518.771;0.636364;1737.87;249.12;1488.75;947.957.969;1;0.083333;1;0.083333;1;27;2500;977.188.809;313.922.409;0.083333;12
C15645;40.074.484;1;423.37;423.37;0;0;1;1;0;0;0;12;7000;430.466.572;187.954.393;0.083333;12
C15646;765.966.137;1;1488.82;1402.35;86.47;0;0.833333;0.833333;0.25;0;0;24;4000;1.111.593.127;181.840.836;0;12
C15647;2.594.878.719;1;160;160;0;309.518.013;0.083333;0.083333;0;0.25;7;3;9500;85.152.967;596.332.001;0;12
C15648;91.655.431;0.363636;1110.01;1110.01;0;0;0.166667;0.166667;0;0;0;2;6000;3.304.443.043;84.471.116;0;12
C15649;1.127.643.812;1;14454.98;10454.28;4000.7;0;1;1;1;0;0;82;9000;1.299.664.271;289.757.941;0.916667;12
C15650;1.874.969;0.363636;433.32;0;433.32;0;1;0;1;0;0;12;2000;238.913.827;7.070.714;0;12
C15651;4.241.864.828;1;225.08;225.08;0;2.842.771.908;0.090909;0.090909;0;1;17;2;5000;2.011.126.751;1.282.428.401;0;11
C15652;287.565.501;1;472.32;375;97.32;1.785.926.136;0.333333;0.166667;0.25;0.416667;5;7;1000;2.022.302.019;191.073.806;0.333333;12
C15653;5.604.357.612;0.909091;0;0;0;6.067.586.592;0;0;0;0.727273;15;0;6500;1.255.546.074;1.542.906.309;0;11
C15654;34.575.483;1;3125.03;492.71;2632.32;0;1;0.166667;1;0;0;36;5500;3.016.560.969;189.375.956;1;12
C15655;56.872.544;1;748.36;748.36;0;0;1;1;0;0;0;12;4000;698.817.652;17.077.492;1;12
C15656;471.104.779;1;0;0;0;58.192.353;0;0;0;0.25;3;0;500;16.527.161;190.841.988;0;12
C15657;11.944.853;0.181818;88.93;88.93;0;0;0.083333;0.083333;0;0;0;1;2750;430.507.379;154.067.397;0;12
C15658;4.276.929.643;1;298;298;0;7.635.621.091;0.166667;0.166667;0;0.333333;11;2;8000;969.689.869;13.369.578;0;12
C15659;1.768.589.163;1;63.7;63.7;0;0;0.083333;0.083333;0;0;0;1;2000;750.927.612;379.079.339;0;12
C15660;714.813.335;1;1110.42;0;1110.42;0;0.5;0;0.5;0;0;6;2200;4.296.908.322;4.130.592.522;0.083333;12
C15661;1.222.745.469;0.363636;0;0;0;5.396.550.576;0;0;0;0.083333;1;0;6000;1.584.368.136;1.261.125.201;0.333333;12
C15662;70.794.108;0.909091;0;0;0;211.854.586;0;0;0;0.181818;2;0;150;699.292.482;5.995.493;0;11
C15663;6.772.881;1;869.48;685.79;183.69;0;0.916667;0.833333;0.666667;0;0;20;3000;824.557.797;175.239.392;0.75;12
C15664;1.455.904.478;0.818182;149;149;0;1.991.844.526;0.083333;0.083333;0;0.333333;7;1;2200;2.326.985.125;1.115.444.711;0;12
C15666;309.491.763;0.454545;0;0;0;3.497.519.958;0;0;0;0.25;6;0;4000;5.364.680.585;116.705.952;0.333333;12
C15667;63.548.213;1;1481.24;1160.26;320.98;0;1;0.454545;0.545455;0;0;21;6000;805.516.282;219.717.476;0.181818;11
C15668;2.475.507.619;1;569.85;233.04;336.81;1.909.470.528;0.666667;0.083333;0.583333;0.25;3;14;5000;672.048.823;658.657.911;0;12
C15669;697.634.614;1;2552.1;2080.01;472.09;37.785.546;1;0.916667;0.833333;0.083333;1;50;9000;1.850.332.531;2.024.379.006;0;12
C15670;3.767.546.906;1;3545.56;1653.36;1892.2;1.841.555.758;1;0.75;1;0.083333;1;30;9000;406.159.893;1.007.691.447;0;12
C15671;182.854.647;1;1978.87;765.85;1213.02;0;1;0.75;1;0;0;68;6000;1.590.330.808;167.136.534;0.75;12
C15672;14.571.059;0.545455;180.5;0;180.5;0;0.416667;0;0.333333;0;0;5;6000;178.584.988;69.359.061;0.363636;12
C15673;10.035.492;1;0;0;0;139.113.927;0;0;0;0.083333;2;0;1000;154.970.698;77.402.578;0;12
C15674;2.584.617.366;1;0;0;0;385.424.519;0;0;0;0.3;3;0;3000;3.206.865.961;557.973.185;0;10
C15675;3.857.278.468;1;0;0;0;1.238.047.916;0;0;0;0.444444;6;0;4000;66.697.848;635.614.648;0;9
C15676;374.101.774;1;1283.36;1253.36;30;0;1;1;0.083333;0;0;14;1800;1.482.140.815;202.184.147;0.083333;12
C15677;1.696.302.382;1;0;0;0;1.578.159.867;0;0;0;0.666667;13;0;3000;650.716.947;784.060.078;0;12
C15678;760.884.589;0.833333;2940.79;2644.17;296.62;103.179.579;0.833333;0.833333;0.333333;0.166667;1;53;11500;426.798.145;113.262.756;0;6
C15680;269.406.382;1;2629.96;2006.57;623.39;0;0.75;0.416667;0.583333;0;0;19;2200;1.936.724.441;202.619.118;0.416667;12
C15681;2.948.966.018;1;4129.97;1804.1;2325.87;45.162.219;1;0.75;1;0.25;4;56;5000;2.557.014.611;605.697.272;0;12
C15682;130.142.888;0.636364;0;0;0;435.228.353;0;0;0;0.083333;1;0;3000;791.783.333;138.420.191;0.166667;12
C15683;449.026.889;1;313.2;0;313.2;0;1;0;1;0;0;12;1000;136.096.707;217.449.281;0;12
C15684;2.556.292.783;1;0;0;0;226.369.362;0;0;0;0.166667;2;0;6000;1.311.010.857;841.880.535;0;12
C15685;3.031.933.707;1;2000.6;2000.6;0;0;0.166667;0.166667;0;0;0;3;6500;811.109.413;858.298.082;0;12
C15686;26.982.025;0.181818;237.6;0;237.6;0;0.166667;0;0.083333;0;0;2;2500;0;;0;12
C15687;1.866.428.342;1;3306.06;549;2757.06;0;1;0.166667;1;0;0;54;5000;2.248.341.145;431.796.784;0;12
C15688;2.059.035.678;1;0;0;0;387.757.647;0;0;0;0.083333;1;0;2500;460.005.554;754.982.656;0;12
C15689;30.395.073;1;512.47;512.47;0;0;1;1;0;0;0;12;7000;484.669.932;192.908.611;1;12
C15690;91.266.202;0.909091;701.59;701.59;0;0;0.333333;0.333333;0;0;0;6;3200;812.383.013;140.175.864;0.1;12
C15691;76.673.877;0.777778;410.9;0;410.9;0;0.666667;0;0.555556;0;0;6;1500;44.909.003;100.105.897;0;9
C15692;200.574.081;1;675.9;675.9;0;0;0.416667;0.416667;0;0;0;8;7500;753.502.654;308.604.961;0.083333;12
C15693;0;0;350.48;0;350.48;0;0.416667;0;0.416667;0;0;5;2700;681.924.724;;0;12
C15694;10.783.009;1;0;0;0;153.788.642;0;0;0;0.666667;16;0;1500;19.901.051;226.880.981;0;6
C15695;633.209.696;1;1625.01;1165.36;459.65;0;1;0.333333;1;0;0;29;2500;764.713.719;206.988.911;0;12
C15696;26.296.743;0.545455;417;417;0;0;1;1;0;0;0;13;6500;960.737.291;86.562.843;0.111111;12
C15697;16.727.614;0.545455;128;0;128;0;0.333333;0;0.333333;0;0;4;5000;36.386.862;17.073.776;1;12
C15698;882.715.792;1;120;0;120;322.935.862;1;0;1;0.25;4;12;1000;307.584.827;249.005.928;0;12
C15699;1.540.077.454;1;0;0;0;3.490.330.397;0;0;0;0.583333;16;0;4000;383.056.837;394.763.386;0;12
C15700;1.049.573.934;1;5038.27;1940.88;3097.39;0;1;0.5;1;0;0;108;14500;2.564.857.063;4.606.755.937;0;12
C15701;2.182.752.161;1;3216.97;2360.3;856.67;5.594.061.996;1;0.666667;1;0.583333;17;51;10000;7.573.546.529;501.711.259;0.25;12
C15702;177.822.533;1;0;0;0;212.597.424;0;0;0;0.090909;1;0;3000;141.272.092;271.376.651;0;11
C15703;3.127.073.601;1;4468.44;4432.46;35.98;0;1;0.833333;0.083333;0;0;55;4500;665.046.852;850.247.297;0;12
C15704;924.170.798;1;1663.77;1663.77;0;3.718.276.337;0.833333;0.833333;0;0.5;11;21;3000;4.201.694.496;30.753.747;0.2;12
C15705;750.528.885;1;1384.79;886.32;498.47;0;1;1;0.916667;0;0;34;1800;759.916.056;225.743.387;0;12
C15706;701.135.691;1;1004.04;624;380.04;181.874.234;0.416667;0.166667;0.25;0.083333;1;6;3000;359.829.195;190.226.811;0;12
C15707;21.960.773;1;175.45;0;175.45;0;1;0;0.909091;0;0;11;1500;143.609.104;164.361.594;0.777778;11
C15708;1.175.922.628;1;14.72;14.72;0;79.252.166;0.083333;0.083333;0;0.25;3;1;1200;347.568.201;463.992.512;0;12
C15709;4.612.147.149;1;0;0;0;2.260.623.056;0;0;0;0.25;4;0;6500;12.109.845;1.565.678.756;0;12
C15710;19.928.467;0.727273;310.64;0;310.64;0;0.666667;0;0.583333;0;0;8;9000;409.454.228;175.245.981;0.714286;12
C15711;26.157.304;0.818182;318.41;65;253.41;0;0.75;0.083333;0.666667;0;0;11;5000;240.474.518;1.542.101;0;12
C15712;1.399.841;0.857143;94.86;0;94.86;0;0.857143;0;0.714286;0;0;6;1500;68.323.361;104.264.949;0.4;7
C15713;1.594.328.636;1;0;0;0;2.880.609.563;0;0;0;0.333333;19;0;3000;348.795.318;510.986.097;0;12
C15714;37.050.529;1;367.17;0;367.17;0;1;0;1;0;0;19;2000;326.624.678;152.547.744;0.636364;12
C15715;844.230.511;1;615;336;279;0;0.666667;0.25;0.416667;0;0;9;1500;1.028.163.341;183.039.309;0;12
C15716;1.228.170.181;1;817.94;436.64;381.3;0;0.666667;0.166667;0.5;0;0;8;1500;708.383.328;831.442.071;0;12
C15717;1.727.699.797;1;0;0;0;414.072.507;0;0;0;0.181818;2;0;2000;396.836.709;680.410.348;0;11
C15718;1.306.735.189;1;0;0;0;256.361.633;0;0;0;0.25;4;0;5500;536.065.588;324.670.041;0;12
C15719;5.182.092.727;1;3183.43;1049.3;2134.13;445.337.568;1;0.25;1;0.166667;7;67;6000;2.400.861.889;2.257.788.425;0;12
C15720;756.573.198;1;1056.64;683.89;372.75;548.067.443;0.5;0.5;0.333333;0.25;4;16;1800;1.597.746.211;309.576.217;0.083333;12
C15721;1.727.516.892;1;624.46;624.46;0;0;0.333333;0.333333;0;0;0;9;1800;925.227.009;865.078.504;0;12
C15722;1.441.404.242;0.4;0;0;0;7.313.203.925;0;0;0;0.4;5;0;8000;462.437.204;856.401.575;0;10
C15723;1.032.823.341;1;1540.06;1395.13;144.93;0;1;0.916667;1;0;0;28;4000;3.846.028.003;322.506.371;0.181818;12
C15724;1.623.176.564;0.909091;0;0;0;3.478.643.597;0;0;0;0.818182;34;0;3000;1.007.211.689;433.963.634;0;11
C15725;1.602.425.383;1;0;0;0;1.770.282.273;0;0;0;0.583333;17;0;2500;1.434.566.669;59.746.081;0;12
C15726;14.593.148;1;158.7;0;158.7;0;1;0;1;0;0;23;5200;19.370.608;14.102.725;0.7;12
C15727;20.700.474;0.857143;94.98;0;94.98;0;0.857143;0;0.714286;0;0;6;1000;8.616.753;104.771.473;0.5;7
C15728;3.467.619.262;1;468.49;278.5;189.99;2.493.180.667;0.833333;0.083333;0.666667;0.5;10;10;4000;1.612.002.883;898.050.967;0;12
C15729;21.284.035;1;1944.48;864.38;1080.1;0;1;0.666667;1;0;0;36;6000;1.780.988.408;18.231.869;0.416667;12
C15730;387.449.138;1;253.7;253.7;0;0;0.416667;0.416667;0;0;0;8;3000;198.133.653;20.073.031;0;12
C15731;2.901.999.862;1;11250.65;10165.88;1084.77;0;1;1;0.75;0;0;274;9500;6.443.381.719;691.328.423;0.083333;12
C15732;828.013.302;1;126.48;0;126.48;0;0.25;0;0.166667;0;0;3;3000;301.728.915;224.641.178;0;12
C15733;88.416.375;1;823.52;0;823.52;0;1;0;1;0;0;56;1500;416.870.269;294.032.386;0;12
C15734;71.186.651;0.727273;1500;0;1500;0;1;0;1;0;0;12;3000;1.330.781.779;118.364.043;0.636364;12
C15735;1.167.254.965;1;499.92;0;499.92;0;1;0;1;0;0;12;1200;897.514.706;1.358.434.639;0;12
C15736;609.022.908;1;1583.23;1583.23;0;8.983.561.279;0.666667;0.666667;0;0.333333;11;8;7000;805.448.508;1.805.455.623;0.083333;12
C15737;2.986.070.256;1;178.9;74.9;104;1.948.211.838;0.333333;0.083333;0.166667;0.416667;10;4;10000;61.902.881;114.924.369;0;12
C15738;74.277.994;1;795.57;135.38;660.19;0;1;0.083333;1;0;0;19;5000;899.310.578;178.313.275;1;12
C15739;79.222.393;1;994.96;463.2;531.76;0;0.916667;0.333333;0.833333;0;0;22;3500;612.645.199;160.160.912;0.9;12
C15740;99.798.763;1;952.29;152.29;800;274.949.525;1;0.083333;1;0.083333;2;17;1200;1.273.253.687;580.934.766;0;12
C15741;8.737.860.241;1;0;0;0;542.478.258;0;0;0;0.916667;24;0;10500;2.804.040.289;2.312.250.917;0;12
C15742;2.236.176.309;1;1114.43;979.43;135;0;1;0.916667;0.416667;0;0;21;9000;615.627.805;634.853.764;0;12
C15743;2.932.136.377;1;0;0;0;1.866.470.014;0;0;0;0.583333;12;0;3500;809.813.492;849.210.431;0;12
C15744;126.159.165;1;144.9;144.9;0;0;0.25;0.25;0;0;0;6;450;1.307.853.194;1.336.106.153;0.333333;12
C15745;963.467.447;1;720.57;720.57;0;0;1;1;0;0;0;12;2600;2.304.882.707;3.929.199;0;12
C15746;64.102.208;1;0;0;0;180.321.494;0;0;0;0.25;4;0;1000;345.161.002;2.777.637;0;12
C15747;263.845.383;1;0;0;0;262.082.802;0;0;0;0.166667;2;0;2900;642.830.286;599.508.236;0;12
C15748;2.800.848.284;1;0;0;0;230.345.891;0;0;0;0.166667;2;0;3000;864.931.529;179.644.717;0;12
C15749;921.334.338;1;161.6;0;161.6;18.980.421;0.5;0;0.416667;0.083333;1;6;1500;1.757.687.136;5.482.177.329;0.083333;12
C15750;324.831.712;0.363636;0;0;0;1.282.314.634;0;0;0;0.083333;2;0;3000;3.585.134.646;270.542.229;0;12
C15751;144.006.679;1;45.65;45.65;0;0;0.083333;0.083333;0;0;0;1;1000;287.560.084;177.475.343;0;12
C15752;1.737.967.907;1;249;249;0;1.669.386.699;0.083333;0.083333;0;0.416667;12;2;2500;1.543.486.682;374.993.899;0.166667;12
C15753;266.142.747;1;2109.17;1384.31;724.86;0;1;1;1;0;0;40;7000;2.003.273.695;176.453.648;1;12
C15754;3.956.072.098;1;82;82;0;2.113.060.571;0.166667;0.166667;0;0.25;9;2;4500;811.119.073;1.325.010.085;0;12
C15755;312.861.332;1;3875.71;2244.32;1631.39;0;1;0.916667;1;0;0;98;6500;1.628.411.065;1.548.159.984;0;12
C15756;2.731.319.748;1;0;0;0;410.837.121;0;0;0;0.25;3;0;3000;696.542.192;761.827.013;0;12
C15757;1.478.069.308;1;0;0;0;37.483.718;0;0;0;0.083333;1;0;1500;28.713.201;531.655.053;0;12
C15758;1.357.969.348;0.454545;0;0;0;2.903.355.319;0;0;0;0.25;6;0;6000;1.235.326.546;717.788.508;0.2;12
C15759;5.932.524;1;527.63;0;527.63;0;1;0;0.9;0;0;11;1000;435.994.202;158.158.755;0.875;10
C15760;271.921;0.181818;0;0;0;365.729.727;0;0;0;0.083333;1;0;6000;3.961.072.777;29.048.708;0.090909;12
C15761;145.379.392;0.727273;0;0;0;79.010.936;0;0;0;0.166667;2;0;1000;542.489.358;156.265.479;0.125;12
C15762;730.058.174;1;782.6;782.6;0;0;1;1;0;0;0;12;12000;278.865.346;238.608.197;0;12
C15763;1.916.067.737;1;0;0;0;469.022.899;0;0;0;0.25;19;0;4000;7.730.195.068;1.442.992.764;0;12
C15764;204.041.606;1;1173.34;1067.7;105.64;0;0.7;0.7;0.3;0;0;20;5000;871.245.658;137.913.285;0;10
C15765;20.362.963;0.454545;0;0;0;589.991.614;0;0;0;0.166667;2;0;3000;314.842.514;185.625.798;0;12
C15766;9.166.016.365;1;0;0;0;2.911.322.626;0;0;0;0.333333;8;0;10500;2.335.737.316;3.361.046.714;0;12
C15767;1.371.015.868;1;180;180;0;0;0.166667;0.166667;0;0;0;2;3000;534.055.194;866.123.831;0;12
C15768;21.835.043;1;54.25;0;54.25;0;0.333333;0;0.333333;0;0;4;500;704.553.221;1.722.057.336;0;12
C15769;89.579.737;0.272727;1174.59;1174.59;0;0;0.181818;0.181818;0;0;0;2;12500;71.152.357;27.094.432;0;11
C15770;665.786.437;1;5634.56;3335.15;2299.41;0;1;1;1;0;0;104;5200;5.831.664.538;202.213.224;0.916667;12
C15771;0.298538;0.090909;510;0;510;0;1;0;1;0;0;12;6500;557.480.712;;0;12
C15773;9.052.765;0.272727;172;172;0;0;0.166667;0.166667;0;0;0;2;6000;179.644.191;118.316.999;0;12
C15774;1.631.603.874;1;0;0;0;831.780.875;0;0;0;0.181818;2;0;1800;357.259.124;687.048.707;0;11
